excitement,http://farm9.staticflickr.com/8187/8075434521_2472192255_z.jpg,1,4,Raymond Maples NCAA Football- Army earned their first win of the season on the shoulders of quarterback Trent Steelman and linebacker Nate Combs. Photo by Tommy Gilligan. 
excitement,http://farm4.staticflickr.com/3816/12462465655_3c6483b703_z.jpg,0,5,Parasailing in Miami Beach Going up in the air was pure excitement!!! Stunning view of South Beach from 1000 feet above was so cool.
excitement,http://farm4.staticflickr.com/3712/11769205893_08ac735d1d_z.jpg,1,4,"_DSC8732 Happy New Year 2014!!  I spent NYE on Granville St in Vancouver BC with two other fantastic photographers capturing the fun of the evening. We lined up side-by-side, many people thought we were with a newspaper or that we knew something really amazing was just about to take place and they asked what it was and wanted to watch too. I chose for us to stand behind street barricades on Granville St as a means to help control foot traffic from knocking us or our cameras over. I had one really close call....when the group of guys decided to pick one of the barricades up and toss it around. I moved pretty darn quick out of the way! That was a good decision!    Later on in the evening, after the NYE countdown, we placed ourselves, still on Granville St, between The Roxy & The Caprice bars so lots of people hanging about there.  It amazes me how fast you move around! I had my camera on super high ISO and on a tripod so a lot of the photos have some blur....or a lot lol. I left the majority of the photos, clear or not as some people will be able to see themselves through the blur.   Some of the photos might seem a bit strange with the movement/blur but I find them artistic and you can find some interesting pictures within a photo when you let yourself just look without expectations. You may also notice the odd clear face/s that paused in all the movement & excitement. All in all, everyone was having a fantastic time!!  If you see yourself in any of the pictures on my Facebook page, please tag yourself and then share the photos to your friends & family. If you like my page then you will get notified for when I post the rest of the pictures which are coming soon! www.facebook.com/AnnaHallPhotographer  Thank YOU for posing for me and bringing such great energy to NYE!!"
excitement,http://farm4.staticflickr.com/3909/15124943900_70c5ffc4c8_z.jpg,1,4,#throwback #singapore 2012. #super times   #holiday #excitement #marketing #makeitonline #affiliate #affiliatemarketing #light #strobe #icecream #italy #ibiza #manchester #liverpool #mufc #sunbed #club #sunset #asia #follow #followback #follow4follow #sel Explore mobiliareviews' photos on Flickr. mobiliareviews has uploaded 35 photos to Flickr.
excitement,http://farm8.staticflickr.com/7200/7001923055_5d7b125159_z.jpg,1,4,SXSW 2012: 6th Street SXSW 2012: 6th Street
excitement,http://farm4.staticflickr.com/3914/14583624358_c969152275_z.jpg,2,3,"Image from page 78 of ""The mirage"" (1920) Identifier: mirage00depa_5 Title: The mirage Year: 1920 (1920s) Authors:  DePauw University Subjects:  DePauw University College yearbooks Universities and colleges Publisher:  Greencastle, Ind. : DePauw University Contributing Library:  Allen County Public Library Genealogy Center Digitizing Sponsor:  Internet Archive   View Book Page: Book Viewer About This Book: Catalog Entry View All Images: All Images From Book  Click here to view book online to see this illustration in context in a browseable online version of this book.   Text Appearing Before Image:   Text Appearing After Image: Bill WendtEnd VVally WelchEnd Ike WlNELAND Center Jimmy HassettHalf-back The Franklin GameIn the true sense of the word, this game was an hours mud slinging contest.Three days of rain had put the field in a miserable condition and it was impossibleto work any trick plays or forward passes during this whole game. We wentinto the game with a determination and counted a touchdown within the firstfive minutes. From this point on it was a see-saw afi^air up and down the field,both teams relying upon punts to net them gains. Too much credit cannotbe given the team for the way they played. Franklins colors were again lowered7 to o and we had used only three plays during the entire game. No effortwas made to run up a score owing to the muddy condition of the field. The Wabash GameThere had never been so much excitement at either Greencastle or Crawfords-ville over a game before as there was over this one. Both schools turned outlOO per cent at Indianapolis to witness the annual fricassee. Wit   Note About Images Please note that these images are extracted from scanned page images that may have been digitally enhanced for readability - coloration and appearance of these illustrations may not perfectly resemble the original work."
excitement,http://farm4.staticflickr.com/3676/13274259534_91a133389d_z.jpg,2,3,"Lisa Bonet & Jason Momoa - DSC_0837 www.redcarpetreporttv.com  Mingle Media TV's Red Carpet Report team were invited to cover the Divergent Premiere Red Carpet at the Regency Bruin Theatre in Westwood, CA. Fans were lined up along the red carpet with signs filled with excitement for this movie which will be in theaters and IMAX March 21.   Get the Story from the Red Carpet Report Team, follow us on Twitter and Facebook at: twitter.com/TheRedCarpetTV www.facebook.com/RedCarpetReportTV www.redcarpetreporttv.com www.youtube.com/MingleMediaTVNetwork DIVERGENT is a thrilling action-adventure film set in a world where people are divided into distinct factions based on human virtues. Tris Prior (Shailene Woodley) is warned she is Divergent and will never fit into any one group. When she discovers a conspiracy by a faction leader (Kate Winslet) to destroy all Divergents, Tris must learn to trust in the mysterious Four (Theo James) and together they must find out what makes being Divergent so dangerous before it's too late. Based on the best-selling book series by Veronica Roth. divergentthemovie.com/#tickets  Get the soundtrack here!  smarturl.it/DivergentSoundtrack smarturl.it/DivergentTgt   For more of Mingle Media TVs Red Carpet Report coverage, please visit our website and follow us on Twitter and Facebook here: www.minglemediatv.com www.facebook.com/minglemediatvnetwork www.flickr.com/MingleMediaTVNetwork www.twitter.com/minglemediatv www.twitter.com/TheRedCarpetTV"
excitement,http://farm9.staticflickr.com/8043/8119497280_76dd0e6f44_z.jpg,2,3,"13th Annual Victorian Erotica Ball 2012 13th Annual Victorian Erotica Ball 13 Shades of Grey Colorados Erotic Costume Mandatory Block Party  The Victorian Erotica Ball is an exploration of eroticism allowing people from all walks of life to explore healthy sensuality  a tasteful fetish party with a maze of unique environments, various proclivities and phenomenal performances. The event is designed to tantalize the mind and senses creating euphoric abandonment.   Celebrate the 13th Annual Ball, 13 Shades of Grey style. Fantasies of the book become reality for one evening.   www.KevinLarsonPresents.com  www.Kevin L"
excitement,http://farm4.staticflickr.com/3838/14824253359_e6ffee9477_z.jpg,0,5,"Bristol-Bath HOLI ONE Colour Festival The festival will be pitched as a celebration of life with rich vibrant energy and color. Whilst cues will be taken from its Hindi name sake, the festival has many purposes so HOLI ONE Germany can proudly introduce and broadcast the great tradition of Holi India based on a non-religious aspects.   The key concept for participates is to take part in powerful countdowns and throw coloured powder in the air or at each other in a vibrant atmosphere filled with love, excitement, fun and joy. Accompanied by a huge line-up of the best DJs, everyone is looking forward to celebrate an unforgettable Festival! WE ARE ALL ONE"
excitement,http://farm9.staticflickr.com/8438/7751665428_77181fec54_z.jpg,1,4,"London 2012 day 13 - Wembley -Matthew Ladies football Gold medal match Wembley London 2012: USA avenge World Cup defeat by Japan to win Olympic gold  USA 2-1 Japan  Lloyd 8 54; Ogimi 63 USA gained the desired revenge for losing to Japan in last year's World Cup final on penalties. There was personal redemption, too, for Carli Lloyd, who answered her missed kick in that 3-1 shootout loss by scoring a goal in each half to seal the Olympic crown for her nation.  Japan were dubbed the Barcelona of the women's game for their flurry of neat passing and slick movement and their average height of 5ft 4in compared to the US's 5ft 7in. The Americans were the big tournament specialists. This was the fifth women's Olympic final and USA were continuing their record of being in all of them, losing only to Norway at Sydney 2000, 3-2.  For Japan, their coach Norio Sasaki framed the attempted conquest of gold as part of the country's healing process, following the trauma of last year's earthquake which killed nearly 20,000 people.  Ahead of this final he said: ""All the Japanese people are still trying to come back from the earthquake disaster.  ""Winning the World Cup was very emotional last year and gave energy to the nation after what had happened and the same can happen again.""  After eight minutes a noisy, though not completely filled Wembley, witnessed the opening strike. Tobin Heath galloped into space down the left before Alex Morgan's twist and cross was met by Carli Lloyd, just ahead of the 143-goal Abby Wambach.  Far from being unsettled, Japan went in search of an instant reply. A shot from Nahomi Kawasumi was blocked by the USA captain, Christie Rampone, with Hope Solo, the keeper, stranded. Yuki Ogimi followed up but could not convert.  Ogimi went closer moments later. A hanging jump was followed by the forward's header being superbly palmed onto the bar b y Solo.  The goal-frame proved an extra defender for both sides. Amy LePeilbet's cross was met with a glancing header by Rampone that hit Yuki Fukomoto's right post. At the opposite end, Aya Miyama's pile-driver smashed back off the bar.  Ogimi was instrumental in every Japan attack. Her lay-off nine minutes from half-time was hit with a menacing curl by Shinobu Ohno but the ball was marginally wide of the post.  The open, entertaining nature of this contest continued after the break. Japan spread the ball across midfield only for their attacks to founder due to a belief deficit. When given sight of goal  as Miyama, the captain, on 52 minutes  the opportunity was snatched at.  When America flooded forward there was menace. After Megan Rapinoe laid the ball into Lloyd, she surged from near half-way then unloaded a 20-yard humdinger that gave the 5ft 4in keeper Fukumoto no chance, and that was 2-0 to Pia Sunhage's team.  In the 63nd minute Japan's Ogimi raised the excitement scale to fevered after her strike, though this proved a consolation as the neat triangles that were ending in cul-de-sacs continued to frustrate the Japanese.  The world champions still had their chances but when Miyama had two free-kicks to deliver in quick succession, her side failed to profit."
