contentment,http://farm4.staticflickr.com/3849/14384762024_681beb9369_z.jpg,2,3, 
contentment,http://farm3.staticflickr.com/2549/4097295316_8d103dfc93_z.jpg,0,5,"Sunshine is precious. The person Sunshine is precious, too."
contentment,http://farm4.staticflickr.com/3240/5735297079_ca66ee5f1a_z.jpg,1,4,Milkweed & Bee A bumblebee finds contentment on a Milkweed blossom.
contentment,http://farm4.staticflickr.com/3464/3778141635_25047ebf83_z.jpg,1,4,"Day Thirteen : The World is your Playground and to Live with it, Happiness and Contentment will be a Key -------------------------------------------------------- These are additional shots for Day 13 -------------------------------------------------------- Day Thirteen is done, whew, that was hard. Well today is a little more of a fashion shoot but still considering the concept of happiness shown by the beautiful smile, vibrant colors and great emotions. Since I started the 365, seems people started liking my shots (well me too) and seems most of the models out there are starting to notice me and asks me to do TFCD (Take for CD or a xdeal meaning I shoot them for free and give them the pictures in return) with them. Today as promised, I did a shoot with Genevieve Khoo, a model from Looque who have done a cover shoot for CLEO magazine some time ago. I was happy to have the opportunity as I don't usually get the chance to do shoots for models for their portfolios as they haven't noticed my work.   Strobist set up: Clam Shell Setup with 430 EXII with softbox on top at 1/16 with a 1/4 CTO and then a 430 EX below with a shoot through umbrella at 1/16 24mm zoom and then a 430EX at 1/64 (bare flash) at 105mm zoom. Controlled by ST-E2 at high speed sync.  50mm F1.4 1/320s and ISO 100"
contentment,http://farm5.staticflickr.com/4103/5206780688_40b78f6ba8_z.jpg,1,4,"Anchoring ""Allow contentment to come to you."" (Eat,Pray,Love by Elizabeth Gilbert)  I am Grateful.  Guest mused about this place at Mortal Muses "
contentment,http://farm6.staticflickr.com/5288/5263589231_908f50905b_z.jpg,1,4,sleepy contentment Explore michelzamills' photos on Flickr. michelzamills has uploaded 6114 photos to Flickr.
contentment,http://farm5.staticflickr.com/4128/5032339279_6fc6f93451_z.jpg,0,5,"Contentment on Meatball Monday Abby wouldn't come right out and say it...but she is greatly relieved that Meatball is staying with us.  It looks like Milo will be adopted by that wonderful family!  It was a close race!    Good for you, Milo!"
contentment,http://farm4.staticflickr.com/3904/14759240209_d137fdfddf_z.jpg,1,4,Imperial Contentment Manchester Art Gallery
contentment,http://farm3.staticflickr.com/2938/14076811161_968e22a870_z.jpg,1,4,Contentment Explore ryaneliot1984's photos on Flickr. ryaneliot1984 has uploaded 168 photos to Flickr.
contentment,http://farm4.staticflickr.com/3943/15296809919_84df97ab10_z.jpg,0,5,A look of contentment :) #chihuahua via Instagram ift.tt/1vO9YUo
