fear,http://farm6.staticflickr.com/5482/9493255084_1565cd2095_z.jpg,2,3,DSC_0213 the best
fear,http://farm8.staticflickr.com/7014/6716007673_ba3cc4d0d5_z.jpg,2,3,"January 17, 2012 Explore MoPOPInteractive's photos on Flickr. MoPOPInteractive has uploaded 199554 photos to Flickr."
fear,http://farm6.staticflickr.com/5517/10245095363_f59d49939b_z.jpg,1,4,The fear of death follows from the fear of life. Model: Laren Ball Makeup Artist: Azmina Khan
fear,http://farm8.staticflickr.com/7360/10968267965_fd8f67aac9_z.jpg,2,3,"Blondie Heart Of Glass  www.youtube.com/watch?v=UvDRfh2ANoU   BLONDIE LYRICS ""Heart Of Glass""   Once I had a love and it was a gas Soon turned out had a heart of glass Seemed like the real thing, only to find Mucho mistrust, love's gone behind   Once I had a love and it was divine Soon found out I was losing my mind It seemed like the real thing but I was so blind Mucho mistrust, love's gone behind   In between What I find is pleasing and I'm feeling fine Love is so confusing there's no peace of mind If I fear I'm losing you it's just no good You teasing like you do   Once I had a love and it was a gas Soon turned out had a heart of glass Seemed like the real thing, only to find Mucho mistrust, love's gone behind   Lost inside Adorable illusion and I cannot hide I'm the one you're using, please don't push me aside We could've made it cruising, yeah   Yeah, riding high on love's true bluish light   Once I had a love and it was a gas Soon turned out I had a heart of glass [radio version] Soon turned out to be a pain in the ass [album version] Seemed like the real thing only to find Mucho mistrust, love's gone behind"
fear,http://farm9.staticflickr.com/8532/8512696869_0de93f3a45_z.jpg,1,3, 
fear,http://farm9.staticflickr.com/8047/8347363295_4b16a21420_z.jpg,1,4,"Aracnofobia Esta cosa estaba en mi techo... primero qued como paralizada, despus me arm de valor para tomarle una foto y que me creyeran que era 'gigante' y luego llam a mi hermanita para que la matara.   Lo bueno: Enfrent un miedo. Lo malo: Tengo nuseas y an estoy tiritando -.-"
fear,http://farm7.staticflickr.com/6042/6859888276_39a55bf859_z.jpg,1,3,"Fear Of The Dark Taken in Shanghai, from my balconey."
fear,http://farm9.staticflickr.com/8338/8198036635_88db0e7917_z.jpg,1,4,"Trapped. 7/365.  I redid an old photo that I hated the processing of :) You can view the old one here. I like a lot of things about the old one, but the quality of this one is so much better. It's just a totally different mood. It's more defensive than offensive (like the last one). It's more vulnerable. Just like me.  In other words, flickr sharpening needs to die. Maybe if I just buy crappy lenses and make my photos intentionally blurry, then upload them to flickr, they will actually look normal."
fear,http://farm8.staticflickr.com/7531/15739593676_6ab5d59a1e_z.jpg,2,3,"Breath, Come To Life! I Will Fear No Evil"
fear,http://farm6.staticflickr.com/5509/12385190744_2ac5682432_z.jpg,1,4,"I fear ""Fear's taking over. I fear life, I fear death, I fear happiness."""
fear,http://farm9.staticflickr.com/8370/8528859733_df3377177a_z.jpg,0,5, 
